Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey,Incubation Time Hours,Property Measured,Assay
CHEMBL5076815,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(C)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.38,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,YSEVIHSXDAOIMX-VZHCALMGSA-N,96.0,Antiproliferative activity,MTT
CHEMBL301982,CELASTROL,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,IC50,5.64,CHEMBL5044225,Antiproliferative activity against human A-172 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,A-172,KQJSQWZMSAGSHN-JJWQIEBTSA-N,96.0,Antiproliferative activity,MTT
CHEMBL5090187,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(C)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.5,CHEMBL5044225,Antiproliferative activity against human A-172 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,A-172,GAKKQBFYSNJTAZ-CDKFMWKUSA-N,96.0,Antiproliferative activity,MTT
CHEMBL5091306,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(C(C)(C)C)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.31,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,RVEWODMIOUUZJR-CHFKRMNXSA-N,96.0,Antiproliferative activity,MTT
CHEMBL5080560,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(Cc5ccc(F)cc5)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.66,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,NSHNVMIURYQLAG-MCLIRCHUSA-N,96.0,Antiproliferative activity,MTT
CHEMBL4777873,,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(/C=C/c3cccc(Cl)c3)nc(N3CCOCC3)n2)cc1,IC50,5.88,CHEMBL4737465,Antiproliferative activity against human U87 cells assessed as reduction in cell growth incubated for 4 days by cell-titer glo assay,U-87MG ATCC,WPUHLJLOCQBRHP-YIXHJXPBSA-N,96.0,Antiproliferative activity,cell-titer glo
CHEMBL4758970,,CN(C)C(=O)c1ccc(NC(=O)Nc2ccc(Nc3nc(/C=C/c4ccccc4)nc(N4CCOCC4)n3)cc2)cc1,IC50,6.28,CHEMBL4737465,Antiproliferative activity against human U87 cells assessed as reduction in cell growth incubated for 4 days by cell-titer glo assay,U-87MG ATCC,AVWRCFPHHWUSFI-CAOOACKPSA-N,96.0,Antiproliferative activity,cell-titer glo
CHEMBL244034,,CC(COc1ccc2c3c(oc2c1)C(=O)c1ncccc1C3=O)N(C)C,IC50,7.0,CHEMBL891734,Cytotoxicity against human XF498 cells by SRB assay,XF 498,LEFCTXDNQSIXLV-UHFFFAOYSA-N,,Cytotoxicity,SRB
CHEMBL575196,,COC(=O)[C@H](Cc1ccc(O)cc1)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](Cc3ccc(O)cc3)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,IC50,4.49,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,AFCGYIWULPMWPT-ZXRMINHTSA-N,48.0,Anticancer activity,MTT
CHEMBL4436062,,CC(=O)N[C@H](C)[C@@H](O)[C@@H](C)[C@@H]1NC(=O)/C=C/C=C(C)\C=C\[C@]2(C)CCC=C[C@@H]2/C=C(C)/C=C/[C@H]1C,IC50,6.14,CHEMBL4430445,Antiproliferative activity against human SF295 cells assessed as reduction in cell viability by Alamar blue assay,SF295,ZONXPAWDWNRZKV-VEDKGFTPSA-N,,Antiproliferative activity,Alamar blue
CHEMBL3262852,,CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)N/N=C/c3cccc(Cl)c3Cl)cc2F)ccn1,IC50,4.88,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,WAXOCTYMPSZMGB-AMVVHIIESA-N,72.0,Cytotoxicity,MTT
CHEMBL3262861,,CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)N/N=C/c3ccc(O)cc3O)cc2F)ccn1,IC50,4.81,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,GBBGXHSEQRXIMO-CCVNUDIWSA-N,72.0,Cytotoxicity,MTT
CHEMBL3262867,,COc1ccc(/C=N/NC(=O)Nc2ccc(Oc3ccnc(-c4nncn4CCN(C)C)c3)c(F)c2)c(OC)c1,IC50,4.9,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,DIRAYSYIKRPJSE-OKCVXOCRSA-N,72.0,Cytotoxicity,MTT
CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,IC50,6.82,CHEMBL4381714,Antiproliferative activity against human U87 cells assessed as reduction in cell viability after 72 hrs by MTT assay,U-87MG ATCC,MWWSFMDVAYGXBV-RUELKSSGSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4450269,,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.04,CHEMBL4381714,Antiproliferative activity against human U87 cells assessed as reduction in cell viability after 72 hrs by MTT assay,U-87MG ATCC,XHHHLVOLGLLDQG-QRDFGAMCSA-N,72.0,Antiproliferative activity,MTT
CHEMBL229004,,O=C1c2cnncc2C(=O)c2nc3cc(C(F)(F)F)ccc3nc21,IC50,6.94,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,JUMAJRYRBLTOKZ-UHFFFAOYSA-N,48.0,Anticancer activity,SRB
CHEMBL229680,,O=C1C(=O)c2c(nc3ncccn23)-c2ncccc21,IC50,6.86,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,ANQNFFOSXIYUIE-UHFFFAOYSA-N,48.0,Anticancer activity,SRB
CHEMBL229678,,CCc1cccc2nc3c(nc12)C(=O)c1cnncc1C3=O,IC50,7.89,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,JNVMLBLPMYUGCM-UHFFFAOYSA-N,48.0,Anticancer activity,SRB
CHEMBL65633,,COc1cc(N2C(=O)C(O)C2c2ccc3c(c2)OCO3)cc(OC)c1OC,IC50,6.1,CHEMBL817427,In vitro cytotoxicity against human glioblastoma (T-98G) tumor cell line,T98G,RVUVVQHETFFQKU-UHFFFAOYSA-N,,Cytotoxicity,Unspecified
CHEMBL2338397,CRENIGACESTAT,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,IC50,9.55,CHEMBL2344616,Inhibition of gamma-secretase mediated cleavage of Notch 1 in human U-87-MG cells assessed as nuclear accumulation of Notch 1 intracellular domain (N1ICD) after 24 hrs by ELISA,U-87MG ATCC,YCBAQKQAINQRFW-UGSOOPFHSA-N,24.0,Unspecified,ELISA
CHEMBL4519381,,N#Cc1cccc(/C=C/C(=O)c2ccc(F)c(O)c2)c1,IC50,4.78,CHEMBL4390741,Cytotoxicity against human A172 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,A-172,WHPARJMPPFCLBF-QPJJXVBHSA-N,72.0,Cytotoxicity,MTT
CHEMBL4460678,,N#Cc1cccc(/C=C/C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1,IC50,4.54,CHEMBL4390741,Cytotoxicity against human A172 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,A-172,YOHPFXYRYBLWTK-NTEUORMPSA-N,72.0,Cytotoxicity,MTT
CHEMBL4584988,,CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)/C=C/c2cccc(C#N)c2)cc1,IC50,4.17,CHEMBL4390741,Cytotoxicity against human A172 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,A-172,PZRIKWNOAQZQDI-XNTDXEJSSA-N,72.0,Cytotoxicity,MTT
CHEMBL4550951,,N#Cc1ccc(/C=C/C(=O)c2ccc(O)c(F)c2)cc1,IC50,4.54,CHEMBL4390740,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,KWEGBFABGINGLE-FNORWQNLSA-N,72.0,Cytotoxicity,MTT
CHEMBL4459949,,CCCCCN(CCCCC)S(=O)(=O)c1ccc(C(=O)/C=C/c2cccc(C#N)c2)cc1,IC50,5.25,CHEMBL4390740,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,KSVZDKHRYOARAP-SFQUDFHCSA-N,72.0,Cytotoxicity,MTT
CHEMBL2237333,,COc1cc(/C=C(\C(=O)O)c2ccccc2)cc(OC)c1OC,IC50,4.06,CHEMBL3063161,Cytotoxicity against Homo sapiens (human) SF295 cells after 48 hr by SRB assay,SF295,YITBDTHDPPLHMZ-ZROIWOOFSA-N,48.0,Cytotoxicity,SRB
CHEMBL2237334,,COc1cccc(/C=C(\C(=O)O)c2ccccc2)c1OC,IC50,5.41,CHEMBL3063161,Cytotoxicity against Homo sapiens (human) SF295 cells after 48 hr by SRB assay,SF295,MVBILHILDTUHOK-KAMYIIQDSA-N,48.0,Cytotoxicity,SRB
CHEMBL2172478,,CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cnn(C(C)C)c4)cn23)nc(C)n1,IC50,6.16,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,QNSXRDAUAHBZSB-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2172474,,CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3cccnn23)nc(C)n1,IC50,5.91,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,CWCIJIQAVFNXDY-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2172630,,Cc1nc(Nc2cnccn2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,IC50,7.18,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,ABQRVDGZZXHLLT-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2172629,,CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)nc(C)n1,IC50,7.35,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,CCXBYTLKYILHRE-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2172628,,Cc1nccc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,IC50,5.66,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,CWYLZDNXUUUUJJ-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL575456,,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(=O)C(O)=C3C(C)C)/C(=C/N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(=O)C(O)=C2C(C)C,IC50,4.88,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,FVNKIYDSILCLGI-BDXXZCQXSA-N,48.0,Anticancer activity,MTT
CHEMBL4079155,,Cc1cc(=O)n(-c2ccccc2F)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,IC50,5.31,CHEMBL4034160,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,CDOXNDLQNWWSNK-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4088695,,Cc1cc(=O)n(-c2cccc(C(F)(F)F)c2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1,IC50,5.03,CHEMBL4034160,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,NTRGHCZYFVEYHO-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL496556,,CNC(=O)c1ccccc1SC/C=C(\C)CC/C=C(\C)CCC=C(C)C,IC50,4.75,CHEMBL959912,Cytotoxicity against human U87 cells after 5 to 7 days,U-87MG ATCC,UATVIEUDDKLRJY-YEFHWUCQSA-N,168.0,Cytotoxicity,Unspecified
CHEMBL4439979,,CC(C)(C)OC(=O)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1Cn1cc(CNc2ccn([C@@H]3O[C@H](CO)[C@@H](O)C3(F)F)c(=O)n2)nn1,IC50,5.33,CHEMBL4387665,Cytotoxicity in human U87 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay,U-87MG ATCC,PRCCOEONMPKMOZ-ZLIPZANWSA-N,72.0,Cytotoxicity,SRB
CHEMBL444437,,C=C(C)[C@@H]1CC[C@]2(COC3CCCCO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.68,CHEMBL975264,Antiproliferative activity against human LN229 cells after 72 hrs by MTS assay,LN-229,COQXEBGTMOMMEH-XIYJGOOFSA-N,72.0,Antiproliferative activity,MTS
CHEMBL941,IMATINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,4.42,CHEMBL1018041,Cytotoxicity against human U87MG cells after 72 hrs by alamar-blue cell viability assay,U-87MG ATCC,KTUFNOKKBVMGRW-UHFFFAOYSA-N,72.0,Cytotoxicity,alamar-blue cell viability
CHEMBL475796,,Cc1ccc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,4.8,CHEMBL1018041,Cytotoxicity against human U87MG cells after 72 hrs by alamar-blue cell viability assay,U-87MG ATCC,JLIZHCYTSUGKKN-UHFFFAOYSA-N,72.0,Cytotoxicity,alamar-blue cell viability
CHEMBL521851,PICTILISIB,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,IC50,6.02,CHEMBL967869,Antiproliferative activity against PTEN-null human U87MG cells after 4 days by alamar blue assay,U-87MG ATCC,LHNIIDJUOCFXAP-UHFFFAOYSA-N,96.0,Antiproliferative activity,alamar blue
CHEMBL1095626,,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,IC50,6.22,CHEMBL1104677,Antiproliferative activity against human U87MG cells,U-87MG ATCC,OFIHBQUKIUHAHV-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL4535437,,COc1ccc(N2C(=N)S/C(=C\c3ccc(-c4ccncc4)o3)C2=O)cc1,IC50,4.7,CHEMBL4387643,Activation of TRAIL receptor in human T98G cells assessed as reduction in cel viability by Cell-titer-Glo luminescent cell viability assay,T98G,OHCVPSMPLCUVNE-MORMLQEESA-N,,Unspecified,Cell-titer-Glo luminescent cell viability
CHEMBL4566955,,N=C1S/C(=C\c2ccc(-c3ccc4c(c3)C(=O)NC4=O)o2)C(=O)N1c1ncc[nH]1,IC50,4.7,CHEMBL4387643,Activation of TRAIL receptor in human T98G cells assessed as reduction in cel viability by Cell-titer-Glo luminescent cell viability assay,T98G,OIBPYKJPDLXDIT-NCUFVCKSSA-N,,Unspecified,Cell-titer-Glo luminescent cell viability
CHEMBL4442904,,N=C1S/C(=C\c2ccc(-c3ccc4c(c3)C(=O)NC4=O)o2)C(=O)N1c1ccc(Br)cc1,IC50,5.7,CHEMBL4387643,Activation of TRAIL receptor in human T98G cells assessed as reduction in cel viability by Cell-titer-Glo luminescent cell viability assay,T98G,ULBOWKXOFOTCMU-NLDKGBHCSA-N,,Unspecified,Cell-titer-Glo luminescent cell viability
CHEMBL3301610,ABEMACICLIB,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,EC50,6.92,CHEMBL4387155,Antiproliferative activity against human U87MG assessed as reduction in cell viability incubated for 5 days by CyQuantGR dye-based fluorescence assay,U-87MG ATCC,UZWDCWONPYILKI-UHFFFAOYSA-N,120.0,Antiproliferative activity,CyQuantGR dye-based fluorescence
CHEMBL4440980,,C[C@@H]1CCCCn2ncc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)c21,EC50,6.46,CHEMBL4387155,Antiproliferative activity against human U87MG assessed as reduction in cell viability incubated for 5 days by CyQuantGR dye-based fluorescence assay,U-87MG ATCC,UHCMUGYUWQCODZ-MRXNPFEDSA-N,120.0,Antiproliferative activity,CyQuantGR dye-based fluorescence
CHEMBL514389,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1Nc1ccc(Br)cc1,IC50,5.74,CHEMBL1042594,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,YLDUQUOZOMZQEQ-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2180728,,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1c(C)nc2ccccc21)c1cccc(F)c1,IC50,6.62,CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,U-87MG ATCC,QGBXSUVTQOBSQO-UHFFFAOYSA-N,132.0,Unspecified,Unspecified
CHEMBL2180730,,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,IC50,6.72,CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,U-87MG ATCC,SPSSOXNPEUCMPB-UHFFFAOYSA-N,132.0,Unspecified,Unspecified
CHEMBL597550,,COc1cc(CCc2cc(O)c(CCC(C)C)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,EC50,5.55,CHEMBL1070407,Cytotoxicity against human SF295 cells after 44 hrs by MTT assay,SF295,VRQABKBYQHWBDG-YCVRVPNXSA-N,44.0,Cytotoxicity,MTT
CHEMBL599633,,COc1cc(/C=C/c2cc(O)c3ccoc3c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,EC50,5.32,CHEMBL1070407,Cytotoxicity against human SF295 cells after 44 hrs by MTT assay,SF295,CHOAALBWVLPKBQ-WPCAQGITSA-N,44.0,Cytotoxicity,MTT
CHEMBL597175,,COc1cc(/C=C/c2cc(O)c(CCCO)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,EC50,5.6,CHEMBL1070407,Cytotoxicity against human SF295 cells after 44 hrs by MTT assay,SF295,NRMPJPAJOFYRHT-RPYFTWFOSA-N,44.0,Cytotoxicity,MTT
CHEMBL597174,,CCCc1c(O)cc(/C=C/c2cc3c(c(OC)c2)O[C@]2(C)CC[C@@H](O)C(C)(C)[C@H]2C3)cc1O,EC50,6.05,CHEMBL1070407,Cytotoxicity against human SF295 cells after 44 hrs by MTT assay,SF295,ZVLHXOXBQCYIGF-RSOHHRNFSA-N,44.0,Cytotoxicity,MTT
CHEMBL1760591,,COc1cc([C@@H](O)[C@@H](CO)Oc2ccc(CCCO)cc2OC)ccc1O,IC50,4.58,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,DBIKJXXBCAHHMC-WOJBJXKFSA-N,,Anticancer activity,SRB
CHEMBL3967430,,CC1c2cc(-c3c[nH]c4cc(F)ccc34)ccc2S(=O)(=O)N1CCS(N)(=O)=O,IC50,6.51,CHEMBL3871117,Inhibition of TDO2 in human A172 cells assessed as kynurenine formation after overnight incubation,A-172,ASNVRAUVNPTTIK-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL3898090,,CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)NCCCCCCNC(=O)c1cccc(SC2=C(/C=C/C4=[N+](CCCCS(=O)(=O)[O-])c5ccc6ccccc6c5C4(C)C)CCC/C2=C\C=C2\N(CCCCS(=O)(=O)O)c4ccc5ccccc5c4C2(C)C)c1)[C@@H]3C,EC50,6.42,CHEMBL3867247,Phototoxicity against human U87 cells assessed as reduction in cell viability preincubated for 24 hrs with subsequent irradiation 4 J/cm2 followed by 48 hrs incubation in dark by MTT assay,U-87MG ATCC,QNIIODKUCXZOMU-RPWWTVJQSA-N,24.0,Unspecified,48 hrs incubation in dark by MTT
CHEMBL4877280,,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(C(F)(F)F)c2)ccc1O,IC50,4.05,CHEMBL4810781,Neurotoxicity in human U87 MG cells assessed as cell viability for 24 hrs by MTT assay,U-87MG ATCC,AUSDOGATGBZSJY-XVYDYJIPSA-N,24.0,Unspecified,MTT
CHEMBL3612320,,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1NS(=O)(=O)c1ccc(Cl)cc1,IC50,5.98,CHEMBL3616151,Antiproliferative activity against human U87MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,UWYTUSAPPUVSIF-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL170937,,CCNCCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,IC50,7.07,CHEMBL618617,Cytotoxicity against A-172 human tumor cell lines,A-172,ZSBHNAMMFVRBAT-UHFFFAOYSA-N,,Cytotoxicity,Unspecified
CHEMBL3343364,,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5)c4C)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,6.0,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,QOBYLORHSHBOAP-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3343393,,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccc(F)c(F)c5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.94,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,BSPWNQRKZFSVIY-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL301393,,COCOCCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCl)OCCO3,IC50,7.54,CHEMBL624721,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,A-172,NDTNRXBJYADVNN-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL300396,,CC(=O)O.CCOCOCCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,IC50,5.26,CHEMBL624721,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,A-172,ADVSJECXSHTRHA-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL5083386,,CCN(C(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,IC50,4.18,CHEMBL5029875,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 24 hrs by CCK8 assay,U-87MG ATCC,AJDKKWMQQBSNBG-FQEVSTJZSA-N,24.0,Cytotoxicity,CCK8
CHEMBL1165205,,O=C(OCc1cc(COC(=O)c2ccc(O)c(Cl)c2)cc(COC(=O)c2ccc(O)c(Cl)c2)c1)c1ccc(O)c(Cl)c1,IC50,4.6,CHEMBL1169033,Anticancer activity against human T98G cells after 24 hrs by MTT assay,T98G,MKXWHCDJKDVLAD-UHFFFAOYSA-N,24.0,Anticancer activity,MTT
CHEMBL502860,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](n3cc(CNc5cccc(Cl)c5)nn3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,5.51,CHEMBL994927,Cytotoxicity against human SF295 cells by sulforhodamine B assay,SF295,YHRBSJUMRRQWAQ-GVQBMFDGSA-N,,Cytotoxicity,sulforhodamine B
CHEMBL5220389,,COc1ccc(-c2ncccc2CNc2ccc(Cl)cc2)cc1OC,IC50,4.36,CHEMBL5216828,Antiproliferative activity against human U-87 MG cells measured after 48 hrs by MTT assay,U-87MG ATCC,RKDQLJLYASYZAO-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL5219943,,COc1ccc(NCc2cccnc2-c2cc(OC)c(OC)c(OC)c2)cc1,IC50,4.71,CHEMBL5216828,Antiproliferative activity against human U-87 MG cells measured after 48 hrs by MTT assay,U-87MG ATCC,KGWSULVXWYWPRK-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL1822938,,CCCCOc1c(OC)ccc2cc(C(=O)NCCc3cn(CCF)nn3)c(=O)[nH]c12,Ki,5.62,CHEMBL1825306,Displacement of [3H]CP-55940 from human CB2 receptor expressed in human U87 cells after 1 hr by scintillation counting,U-87MG ATCC,UUDSOVGGCULQFR-UHFFFAOYSA-N,3.0,Unspecified,Unspecified
CHEMBL575446,,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)/C(=C/NC(C)C)C(=O)C(O)=C3C(C)C)/C(=C/NC(C)C)C(=O)C(O)=C2C(C)C,IC50,4.61,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,SSSPNLJUJBETHQ-GACBQCINSA-N,48.0,Anticancer activity,MTT
CHEMBL334217,,COc1ccc2c(n1)C(=O)c1ncc(OC)c3ccnc-2c13,IC50,6.16,CHEMBL815879,In vitro antitumor effects against human U87MG cell lines.,U-87MG ATCC,VADKSBGLASVELY-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL558927,,C=C1C(=O)O[C@@H]2C3=C(C)C(=O)C=C[C@]3(C)CC[C@@H]12,IC50,5.57,CHEMBL1055840,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,SOEFILJAGJAINE-XEGUGMAKSA-N,72.0,Cytotoxicity,MTT
