Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL4545330,,N#Cc1cccc(/C=C/C(=O)c2ccc(O)cc2)c1,IC50,4.78,CHEMBL4390741,Cytotoxicity against human A172 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,A-172,IZCIYUNGVIXYJY-RUDMXATFSA-N
CHEMBL4438947,,O=C(/C=C/c1ccc(B(O)O)cc1)c1ccccc1,IC50,4.51,CHEMBL4390740,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,GJEUTIGMSWDODK-DHZHZOJOSA-N
CHEMBL4577143,,CCN(CC)S(=O)(=O)c1ccc(C(=O)/C=C/c2cccc(O)c2)cc1,IC50,4.39,CHEMBL4390740,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,WQJDLXODDONTGE-MDWZMJQESA-N
CHEMBL5275748,,Nc1nc(-c2cccc(OCCCN3CCCC3)c2)nc2c1c(=O)oc1cc(OCCCN3CCCC3)ccc12,IC50,4.41,CHEMBL5232067,Antiproliferative activity against human U87 cells assessed as reduction in cell viability by MTT assay,U-87MG ATCC,PZZLXYMMLWEFMZ-UHFFFAOYSA-N
CHEMBL5276542,,CS(=O)(=O)N1CCN(Cc2ccc(-c3nc(-c4ccc(NC(=O)Nc5nc[nH]n5)cc4)nc(N4CCOCC4)n3)s2)CC1,IC50,4.74,CHEMBL5240755,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,U-87MG ATCC,OUYPCXLZQOCROY-UHFFFAOYSA-N
CHEMBL5417697,,O=C(Nc1cccc(Cl)c1)Sc1nnc(-c2ccc(Cl)cc2)n1-c1ccccc1,IC50,5.38,CHEMBL5333090,Antiproliferative activity against human U87 cells assessed as inhibition of cell growth,U-87MG ATCC,LUMVYWFMNQMBOU-UHFFFAOYSA-N
CHEMBL5287987,,CS(=O)(=O)N1CCN(Cc2ccc(-c3nc(-c4ccc(NC(=O)Nc5cncnc5)cc4)nc(N4CCOCC4)n3)s2)CC1,IC50,4.83,CHEMBL5240755,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,U-87MG ATCC,DLYWBQVCKWSDMK-UHFFFAOYSA-N
CHEMBL4748209,,C=CC(=O)Nc1cccc(Nc2cc(-n3c(C)nnc3-c3ccc(F)cc3)ccn2)c1,IC50,4.29,CHEMBL4707743,Antiproliferative activity against human U-87MG cells harboring wild type EGFR assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,RWTHYPRQARXLCM-UHFFFAOYSA-N
CHEMBL5397139,,CC[C@H](C)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](C)[C@H](N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N1C,IC50,10.1,CHEMBL5370496,Antiproliferative activity against human U-87 MG cells expressing GLuc assessed as as inhibition of GLuc secretion incubated for 18 hrs by CellTiter-Glo Luminescent Cell Viability Assay,U-87MG ATCC,MKLAVULUNKJJPK-FYOBYPTESA-N
CHEMBL5422790,,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)NCCc3nc(-c4nc(C(=O)NCCCNCCCCN)cs4)cs3)cc2)cc1,IC50,4.34,CHEMBL5351368,Antiproliferative activity against human U87 cells incubated for 72 hrs by WST-1 assay,U-87MG ATCC,OZYDGNJHIKBMTD-HEFFKOSUSA-N
CHEMBL5079362,,O=C1c2cc(I)ccc2N(c2cccc(F)c2)C2c3[nH]c4ccccc4c3CCN12,IC50,5.13,CHEMBL5339028,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,U-87MG ATCC,JACXJNXOIHUXIX-UHFFFAOYSA-N
CHEMBL1927614,,CN(C)CCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCN(C)C)C3=O,IC50,6.85,CHEMBL1929814,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,WXUHPAUCHCAIPF-UHFFFAOYSA-N
CHEMBL5280123,,O=C1c2cccc3cccc(c23)C(=O)N1CCCCOc1ccc(-c2nc3ccc(N4CCOCC4)cc3[nH]2)cc1,IC50,6.96,CHEMBL5245068,Cytotoxicity against human SNB-75 cells assessed as cell growth inhibition incubated for 48 hrs by sulforhodamine B reagent assay,SNB-75,QGKRJVRREBVWCS-UHFFFAOYSA-N
CHEMBL1949932,,C=C1CC[C@H](OC)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.27,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,URIJSEIPUOYEFF-YELRADRNSA-N
CHEMBL375563,,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,IC50,4.43,CHEMBL1955142,Cytotoxicity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,PYXFVCFISTUSOO-HKUCOEKDSA-N
CHEMBL1669124,,CC(C)(O)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,IC50,4.6,CHEMBL4369210,Cytotoxicity against human U87 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,U-87MG ATCC,VKYVIIIEJKSVBR-XHJPDDKBSA-N
CHEMBL3621412,,CCCCCCCCCCc1c2[n+](cc3c(OC)c(OC)ccc13)CCc1cc3c(cc1-2)OCO3.[I-],IC50,5.44,CHEMBL3625192,Cytotoxicity against human U87 cells assessed as inhibition of cell proliferation after 24 hrs by MTT assay,U-87MG ATCC,JKASRMSRXGFEGS-UHFFFAOYSA-M
CHEMBL5573925,,N#CC1(C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)CC2(Br)c3ccccc3C1c1ccccc12,IC50,4.73,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,BJHOYNGWJMVXPJ-UHFFFAOYSA-N
CHEMBL5575796,,N#CC1(C(=O)NCCS(=O)(=O)Nc2ccccc2)CC2(Br)c3ccccc3C1c1ccccc12,IC50,4.58,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,XJSVJCMJVXZLEQ-UHFFFAOYSA-N
CHEMBL4856308,,O=C(/C=C/c1ccccc1)O[C@H](c1ccccc1)[C@@H]1O[C@@H]2CC(=O)O[C@@H]2[C@@H]1O,IC50,4.49,CHEMBL4836842,Antiproliferative activity against human U87 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,GDYNBHXFRSGEGM-FXLLVQDUSA-N
CHEMBL5397075,,C=CCOc1cc(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.38,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,FCIXCOAOQBTADC-UQWWERDESA-N
CHEMBL5396667,,CC1(C)CCc2c(O)cc(CCc3cc(O)c4c(c3)C[C@@H]3C(C)(C)[C@H](OC=O)CC[C@@]3(C)O4)cc2O1,IC50,7.17,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,CFKFSLXHHGZHHP-VOKYQHOCSA-N
CHEMBL5402401,,CC1(C)CCc2c(O)cc(/C=C/c3cc(O)c4c(c3)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)O4)cc2O1,IC50,8.03,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,ZDNJECQLZCXDFY-WQRMQLLLSA-N
CHEMBL5433096,,COc1cc(/C=C/c2cc(O)c3c(c2)OC(C)(C)CC3)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.32,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,WNLPKXXIDNGVIL-SQMHIVSLSA-N
